Id,Mid,BPM,,,MusicJson,Musician,Acceleration,AniID,BridgeAniID
79901,100282,250,1,250,The Wayside Rose,Otto Fischer,,,
79902,100282,266,1,266,The Wayside Rose,,,,
79903,100282,282,1,282,The Wayside Rose,,,,
80001,100283,130,0.5,260,Minuet,Boccherini,,,
80002,100283,138,0.5,276,Minuet,,,,
80003,100283,146,0.5,292,Minuet,,,,
80101,100284,130,0.5,260,The Last Rose of Summer,Ireland Folk Music,,,
80102,100284,138,0.5,276,The Last Rose of Summer,,,,
80103,100284,146,0.5,292,The Last Rose of Summer,,,,
80201,100285,160,0.5,320,Sonata in B-flat Major Mvt.1,Mozart,,,
80202,100285,170,0.5,340,Sonata in B-flat Major Mvt.1,,,,
80203,100285,180,0.5,360,Sonata in B-flat Major Mvt.1,,,,
80301,100286,190,0.5,380,Partita No.6,J.S. Bach,,,
80302,100286,198,0.5,396,Partita No.6,,,,
80303,100286,206,0.5,412,Partita No.6,,,,
80401,100287,200,0.5,400,Hunter's Chorus,Weber,,,
80402,100287,208,0.5,416,Hunter's Chorus,,,,
80403,100287,216,0.5,432,Hunter's Chorus,,,,
80501,100267,105,0.5,210,Aurora,Congfei Wei,,,
80502,100267,108,0.5,216,Aurora,,,,
80503,100267,110,0.5,220,Aurora,,,,
80601,100268,100,0.5,200,I Do,Interlude of Online Drama,,,
80602,100268,108,0.5,216,I Do,,,,
80603,100268,115,0.5,230,I Do,,,,
80701,100269,100,0.5,200,Romance De Amor,Narciso Yepes,,,
80702,100269,105,0.5,210,Romance De Amor,,,,
80703,100269,110,0.5,220,Romance De Amor,,,,
80801,100270,200,1,200,Waltz of the Flowers,Tchaikovsky,,,
80802,100270,210,1,210,Waltz of the Flowers,,,,
80803,100270,220,1,220,Waltz of the Flowers,,,,
80901,100271,170,0.5,340,Deck the Halls,Ancient Welsh Music,,,
80902,100271,178,0.5,356,Deck the Halls,,,,
80903,100271,186,0.5,372,Deck the Halls,,,,
81001,100272,120,0.5,240,Nostalgia,E.German,,,
81002,100272,124,0.5,248,Nostalgia,,,,
81003,100272,128,0.5,256,Nostalgia,,,,
81101,100273,130,0.5,260,Aloha 'Oe,Liliuokalani,,,
81102,100273,134,0.5,268,Aloha 'Oe,,,,
81103,100273,138,0.5,276,Aloha 'Oe,,,,
81201,100274,160,0.5,320,Song of harvest,Danmark Folk Music,,,
81202,100274,168,0.5,336,Song of harvest,,,,
81203,100274,176,0.5,352,Song of harvest,,,,
81301,100275,180,0.5,360,Schmetterling,Gustav Merkel,,,
81302,100275,188,0.5,376,Schmetterling,,,,
81303,100275,196,0.5,392,Schmetterling,,,,
81401,100249,148,0.5,296,Happy Chinese New Year,Gexin Chen,,,
81402,100249,156,0.5,312,Happy Chinese New Year,,,,
81403,100249,164,0.5,328,Happy Chinese New Year,,,,
81501,100250,90,0.25,360,Chinese New Year Theme,Zhong Huang,,,
81502,100250,92,0.25,368,Chinese New Year Theme,,,,
81503,100250,94,0.25,376,Chinese New Year Theme,,,,
81601,100251,130,0.5,260,Golden Snake Dance,Er Nie,,,
81602,100251,134,0.5,268,Golden Snake Dance,,,,
81603,100251,138,0.5,276,Golden Snake Dance,,,,
81701,100255,150,0.5,300,Swan Lake,Tchaikovsky,,,
81702,100255,154,0.5,308,Swan Lake,,,,
81703,100255,158,0.5,316,Swan Lake,,,,
81801,100256,95,0.25,380,Original Rags,Scott Joplin,,,
81802,100256,97,0.25,388,Original Rags,,,,
81803,100256,100,0.25,400,Original Rags,,,,
81901,100258,150,0.5,300,Forest Polka,Karl Hans,,,
81902,100258,156,0.5,312,Forest Polka,,,,
81903,100258,162,0.5,324,Forest Polka,,,,
82001,100259,130,0.5,260,Angels we have heard on high,French Folk Music,,,
82002,100259,138,0.5,276,Angels we have heard on high,,,,
82003,100259,146,0.5,292,Angels we have heard on high,,,,
82101,100260,100,0.25,400,Brandenburg Concerto No.2,J.S. Bach,,,
82102,100260,102,0.25,408,Brandenburg Concerto No.2,,,,
82103,100260,104,0.25,416,Brandenburg Concerto No.2,,,,
82201,100243,150,0.5,300,The First Noel,English Folk Music,,,
82202,100243,156,0.5,312,The First Noel,,,,
82203,100243,162,0.5,324,The First Noel,,,,
82301,100244,140,0.5,280,Magic Flute Trio,Mozart,,,
82302,100244,144,0.5,288,Magic Flute Trio,,,,
82303,100244,148,0.5,296,Magic Flute Trio,,,,
82401,100245,120,0.5,240,Scottish Dances,Beethoven,,,
82402,100245,124,0.5,248,Scottish Dances,,,,
82403,100245,128,0.5,256,Scottish Dances,,,,
82501,100246,90,0.25,360,Peach Blossom,Chinese Folk Music,,,
82502,100246,94,0.25,376,Peach Blossom,,,,
82503,100246,98,0.25,392,Peach Blossom,,,,
82601,100247,140,0.5,280,Hark! The Herald Angels Sing,Mendelssohn,,,
82602,100247,148,0.5,296,Hark! The Herald Angels Sing,,,,
82603,100247,156,0.5,312,Hark! The Herald Angels Sing,,,,
82701,100248,85,0.25,340,Paganini Caprice No.9,Robert Schumann,,,
82702,100248,88,0.25,352,Paganini Caprice No.9,,,,
82703,100248,45,0.125,360,Paganini Caprice No.9,,,,
82801,100187,100,0.5,200,Jingle Bells Christmas Edition,Adapted by Congfei Wei,,,
82802,100187,105,0.5,210,Jingle Bells Christmas Edition,,,,
82803,100187,110,0.5,220,Jingle Bells Christmas Edition,,,,
82901,100188,115,0.5,230,We Wish You a Merry Christmas,British carol,,,
82902,100188,120,0.5,240,We Wish You a Merry Christmas,,,,
82903,100188,125,0.5,250,We Wish You a Merry Christmas,,,,
83001,100189,125,0.5,250,Silent Night,Franz Gruber,,,
83002,100189,130,0.5,260,Silent Night,,,,
83003,100189,135,0.5,270,Silent Night,,,,
83101,100190,250,1,250,Amazing Grace,William Cowper,,,
83102,100190,260,1,260,Amazing Grace,,,,
83103,100190,270,1,270,Amazing Grace,,,,
83201,100191,130,0.5,260,Joy to the World,Handel,,,
83202,100191,135,0.5,270,Joy to the World,,,,
83203,100191,145,0.5,290,Joy to the World,,,,
83301,100192,130,0.5,260,Dolly's Dreaming and Awakening,Oesten,,,
83302,100192,142,0.5,284,Dolly's Dreaming and Awakening,,,,
83303,100192,151,0.5,302,Dolly's Dreaming and Awakening,,,,
83401,100193,150,0.5,300,The Faithful Shepherd,Unknown,,,
83402,100193,158,0.5,316,The Faithful Shepherd,,,,
83403,100193,164,0.5,328,The Faithful Shepherd,,,,
83501,100194,150,0.5,300,Symphony No.8 in G Major Mvt.3,Antonin Dvorak,,,
83502,100194,158,0.5,316,Symphony No.8 in G Major Mvt.3,,,,
83503,100194,164,0.5,328,Symphony No.8 in G Major Mvt.3,,,,
83601,100234,110,0.25,440,Nutcracker Op.71,Tchaikovsky,,,
83602,100234,114,0.25,456,Nutcracker Op.71,,,,
83603,100234,118,0.25,472,Nutcracker Op.71,,,,
83701,100235,90,0.25,360,Little Star 12Var K265,Mozart,,,
83702,100235,93,0.25,372,Little Star 12Var K265,,,,
83703,100235,96,0.25,384,Little Star 12Var K265,,,,
83801,100236,90,0.25,360,Peacherine Rag,Scott Joplin,,,
83802,100236,93,0.25,372,Peacherine Rag,,,,
83803,100236,96,0.25,384,Peacherine Rag,,,,
83901,100237,300,1,300,Piano Sonata No.4 Op.7,Beethoven,,,
83902,100237,318,1,318,Piano Sonata No.4 Op.7,,,,
83903,100237,336,1,336,Piano Sonata No.4 Op.7,,,,
84001,100238,150,0.5,300,Magic Flute Op.9,Mozart,,,
84002,100238,153,0.5,306,Magic Flute Op.9,,,,
84003,100238,156,0.5,312,Magic Flute Op.9,,,,
84101,100239,90,0.5,180,Etude Op.299 No.6,Czerny,,,
84102,100239,94,0.5,188,Etude Op.299 No.6,,,,
84103,100239,98,0.5,196,Etude Op.299 No.6,,,,
84201,100225,78,0.25,312,Etude No.2,Franz Liszt,,,
84202,100225,81,0.25,324,Etude No.2,,,,
84203,100225,84,0.25,336,Etude No.2,,,,
84301,100226,89,0.5,178,La Ronde de Lutins,Bazzini,,,
84302,100226,97,0.5,194,La Ronde de Lutins,,,,
84303,100226,105,0.5,210,La Ronde de Lutins,,,,
84401,100227,130,0.5,260,Horseman,Kabalevsky,,,
84402,100227,138,0.5,276,Horseman,,,,
84403,100227,146,0.5,292,Horseman,,,,
84501,100228,240,1,240,Vals del Recuerdo,Ravel,,,
84502,100228,255,1,255,Vals del Recuerdo,,,,
84503,100228,270,1,270,Vals del Recuerdo,,,,
84601,100229,230,1,230,Prelude No.11 in B Major,Chopin,,,
84602,100229,250,1,250,Prelude No.11 in B Major,,,,
84603,100229,270,1,270,Prelude No.11 in B Major,,,,
84701,100230,130,0.5,260,Tempest Sonata Mov.3,Beethoven,,,
84702,100230,138,0.5,276,Tempest Sonata Mov.3,,,,
84703,100230,146,0.5,292,Tempest Sonata Mov.3,,,,
84801,100213,120,0.5,240,O sole mio,Eduardo di Capua,,,
84802,100213,128,0.5,256,O sole mio,,,,
84803,100213,136,0.5,272,O sole mio,,,,
84901,100214,100,0.5,200,Romeo and Juliet,Nino Rota,,,
84902,100214,108,0.5,216,Romeo and Juliet,,,,
84903,100214,116,0.5,232,Romeo and Juliet,,,,
85001,100215,150,0.5,300,Minuet K.1,Mozart,,,
85002,100215,155,0.5,310,Minuet K.1,,,,
85003,100215,160,0.5,320,Minuet K.1,,,,
85101,100216,90,0.25,360,Etude Op.599 No.55,Czerny,,,
85102,100216,94,0.25,376,Etude Op.599 No.55,,,,
85103,100216,98,0.25,392,Etude Op.599 No.55,,,,
85201,100217,80,0.25,320,Maple Leaf Rag,Scott Joplin,,,
85202,100217,88,0.25,352,Maple Leaf Rag,,,,
85203,100217,96,0.25,384,Maple Leaf Rag,,,,
85301,100218,85,0.25,340,The Ragtime Dance,Scott Joplin,,,
85302,100218,89,0.25,356,The Ragtime Dance,,,,
85303,100218,93,0.25,372,The Ragtime Dance,,,,
85401,100204,95,0.5,190,Arirang,Korean Folk Music,,,
85402,100204,105,0.5,210,Arirang,,,,
85403,100204,114,0.5,228,Arirang,,,,
85501,100205,120,0.5,240,Au clair de la lune,French Folk Music,,,
85502,100205,125,0.5,250,Au clair de la lune,,,,
85503,100205,130,0.5,260,Au clair de la lune,,,,
85601,100206,130,0.5,260,Graduation Song,Er Nie,,,
85602,100206,142,0.5,284,Graduation Song,,,,
85603,100206,151,0.5,302,Graduation Song,,,,
85701,100207,300,1,300,Etincelles Etude Op.36 No.6,Moszkowski,,,
85702,100207,158,0.5,316,Etincelles Etude Op.36 No.6,,,,
85703,100207,164,0.5,328,Etincelles Etude Op.36 No.6,,,,
85801,100208,130,0.5,260,The Tuileries Gardens,M.P. Mussorgsky,,,
85802,100208,142,0.5,284,The Tuileries Gardens,,,,
85803,100208,151,0.5,302,The Tuileries Gardens,,,,
85901,100209,320,1,320,Nel cor piu non mi sento,Beethoven,,,
85902,100209,168,0.5,336,Nel cor piu non mi sento,,,,
85903,100209,175,0.5,350,Nel cor piu non mi sento,,,,
86001,100195,120,0.5,240,Song of selling newspapers,Er Nie,,,
86002,100195,125,0.5,250,Song of selling newspapers,,,,
86003,100195,130,0.5,260,Song of selling newspapers,,,,
86101,100196,140,0.5,280,Sakura Sakura,Shimizu,,,
86102,100196,150,0.5,300,Sakura Sakura,,,,
86103,100196,157,0.5,314,Sakura Sakura,,,,
86201,100197,260,1,260,Lascia chio pianga,Handel,,,
86202,100197,270,1,270,Lascia chio pianga,,,,
86203,100197,280,1,280,Lascia chio pianga,,,,
86301,100198,130,0.5,260,Passacaglia,Handel,,,
86302,100198,135,0.5,270,Passacaglia,,,,
86303,100198,70,0.25,280,Passacaglia,,,,
86401,100199,75,0.25,300,Sonata in A Major Mvt.2,Handel,,,
86402,100199,79,0.25,316,Sonata in A Major Mvt.2,,,,
86403,100199,82,0.25,328,Sonata in A Major Mvt.2,,,,
86501,100200,90,0.25,360,Russian Dance,Tchaikovsky,,,
86502,100200,92,0.25,368,Russian Dance,,,,
86503,100200,95,0.25,380,Russian Dance,,,,
86601,100175,110,0.5,220,Torna a Surriento,Ernesto De Curtis,,,
86602,100175,115,0.5,230,Torna a Surriento,,,,
86603,100175,120,0.5,240,Torna a Surriento,,,,
86701,100176,115,0.5,230,Dreaming of Home and Mother,John Pond Ordway,,,
86702,100176,120,0.5,240,Dreaming of Home and Mother,,,,
86703,100176,125,0.5,250,Dreaming of Home and Mother,,,,
86801,100177,135,0.5,270,Salut d' Amour,Edward Elgar,,,
86802,100177,146,0.5,292,Salut d' Amour,,,,
86803,100177,151,0.5,302,Salut d' Amour,,,,
86901,100183,150,0.5,300,Etude Op.100 No.2,Friedrich Burgnlueller,,,
86902,100183,158,0.5,316,Etude Op.100 No.2,,,,
86903,100183,164,0.5,328,Etude Op.100 No.2,,,,
87001,100181,230,1,230,Di Spagna sono la bella,Vincenzo di Chiara,,,
87002,100181,246,1,246,Di Spagna sono la bella,,,,
87003,100181,259,1,259,Di Spagna sono la bella,,,,
87101,100169,120,0.5,240,Spinning Song,Albert Ellmenreich,,,
87102,100169,139,0.5,278,Spinning Song,,,,
87103,100169,156,0.5,312,Spinning Song,,,,
87201,100170,90,0.25,360,Dance of Reed,Tchaikovsky,,,
87202,100170,92,0.25,368,Dance of Reed,,,,
87203,100170,95,0.25,380,Dance of Reed,,,,
87301,100171,240,1,240,Seguidilla,Bizet,,,
87302,100171,255,1,255,Seguidilla,,,,
87303,100171,270,1,270,Seguidilla,,,,
87401,100172,330,1,330,Tarantella,Friedrich Burgnlueller,,,
87402,100172,353,1,353,Tarantella,,,,
87403,100172,360,1,360,Tarantella,,,,
87501,100173,90,0.25,360,Norwegian Dance Op.35 No.2,Grieg,,,
87502,100173,92,0.25,368,Norwegian Dance Op.35 No.2,,,,
87503,100173,95,0.25,380,Norwegian Dance Op.35 No.2,,,,
87601,100174,120,0.5,240,Slovenian Dance,Antonin Dvorak,,,
87602,100174,125,0.5,250,Slovenian Dance,,,,
87603,100174,130,0.5,260,Slovenian Dance,,,,
87701,100161,107,0.5,214,Troika,Russian Folk Music,,,
87702,100161,116,0.5,232,Troika,,,,
87703,100161,124,0.5,248,Troika,,,,
87801,100160,90,0.25,360,L'Arlesienne,Bizet,,,
87802,100160,92,0.25,368,L'Arlesienne,,,,
87803,100160,95,0.25,380,L'Arlesienne,,,,
87901,100162,70,0.25,280,Habanera,Bizet,,,
87902,100162,78,0.25,312,Habanera,,,,
87903,100162,85,0.25,340,Habanera,,,,
88001,100164,150,0.5,300,Vltava,Bedrich Smetana,,,
88002,100164,165,0.5,330,Vltava,,,,
88003,100164,177,0.5,354,Vltava,,,,
88101,100165,160,0.5,320,Valse Brillante Op.34 No.3,Chopin,,,
88102,100165,166,0.5,332,Valse Brillante Op.34 No.3,,,,
88103,100165,173,0.5,346,Valse Brillante Op.34 No.3,,,,
88201,100096,80,0.5,160,Serenade,Schubert,,,
88202,100096,85,0.5,170,Serenade,,,,
88203,100096,90,0.5,180,Serenade,,,,
88301,100098,100,0.5,200,Red Berries in Blossom,Dunayevsky,,,
88302,100098,105,0.5,210,Red Berries in Blossom,,,,
88303,100098,110,0.5,220,Red Berries in Blossom,,,,
88401,100084,100,0.5,200,Oh! Susanna,American Folk Music,,,
88402,100084,103,0.5,206,Oh! Susanna,,,,
88403,100084,105,0.5,210,Oh! Susanna,,,,
88501,100072,250,1,250,Yankee Doodle,American Folk Music,,,
88502,100072,130,0.5,260,Yankee Doodle,,,,
88503,100072,135,0.5,270,Yankee Doodle,,,,
88601,100073,180,1,180,Ode An Die Freude,Beethoven,,,
88602,100073,95,0.5,190,Ode An Die Freude,,,,
88603,100073,200,1,200,Ode An Die Freude,,,,
88701,100074,250,1,250,Auf Flugeln Des Gesanges,Mendelssohn,,,
88702,100074,275,1,275,Auf Flugeln Des Gesanges,,,,
88703,100074,295,1,295,Auf Flugeln Des Gesanges,,,,
88801,100086,250,1,250,Three Bears,Korean Folk Music,,,
88802,100086,145,0.5,290,Three Bears,,,,
88803,100086,150,0.5,300,Three Bears,,,,
88901,100087,140,0.5,280,Red River Valley,Canadian Folk Music,,,
88902,100087,145,0.5,290,Red River Valley,,,,
88903,100087,75,0.25,300,Red River Valley,,,,
89001,100083,150,0.5,300,Wedding March,Mendelssohn,,,
89002,100083,160,0.5,320,Wedding March,,,,
89003,100083,170,0.5,340,Wedding March,,,,
89101,100101,120,0.5,240,Marche Militaire,Schubert,,,
89102,100101,130,0.5,260,Marche Militaire,,,,
89103,100101,140,0.5,280,Marche Militaire,,,,
89201,100088,140,0.5,280,The Planets - Jupiter,Gustav Holst,,,
89202,100088,150,0.5,300,The Planets - Jupiter,,,,
89203,100088,160,0.5,320,The Planets - Jupiter,,,,
89301,100099,128,0.5,256,Flower and Youth,Chinese Folk Music,,,
89302,100099,138,0.5,276,Flower and Youth,,,,
89303,100099,145,0.5,290,Flower and Youth,,,,
89401,100102,140,0.5,280,Green Sleeves,English Folk Music,,,
89402,100102,150,0.5,300,Green Sleeves,,,,
89403,100102,160,0.5,320,Green Sleeves,,,,
89501,100097,120,0.5,240,Modlitwa Dziewicy,Tekla Badarzewska,,,
89502,100097,73,0.25,292,Modlitwa Dziewicy,,,,
89503,100097,80,0.25,320,Modlitwa Dziewicy,,,,
89601,100091,80,0.25,320,Hungarian Rhapsody No.2,Franz Liszt,,,
89602,100091,173,0.5,346,Hungarian Rhapsody No.2,,,,
89603,100091,91,0.25,364,Hungarian Rhapsody No.2,,,,
89701,100093,100,0.25,400,Sonata in G Major K283,Mozart,,,
89702,100093,103,0.25,412,Sonata in G Major K283,,,,
89703,100093,105,0.25,420,Sonata in G Major K283,,,,
89801,100075,180,0.5,360,The Seasons Op.37,Tchaikovsky,,,
89802,100075,185,0.5,370,The Seasons Op.37,,,,
89803,100075,189,0.5,378,The Seasons Op.37,,,,
89901,100077,105,0.5,210,Paganini Rhapsody Var.18,Rachmaninoff,,,
89902,100077,110,0.5,220,Paganini Rhapsody Var.18,,,,
89903,100077,115,0.5,230,Paganini Rhapsody Var.18,,,,
90001,100094,190,0.5,380,Peer Gynt Suite Op.46-4,Grieg,,,
90002,100094,195,0.5,390,Peer Gynt Suite Op.46-4,,,,
90003,100094,200,0.5,400,Peer Gynt Suite Op.46-4,,,,
90101,100100,180,0.5,360,Le Nozze di Figaro,Mozart,,,
90102,100100,185,0.5,370,Le Nozze di Figaro,,,,
90103,100100,189,0.5,378,Le Nozze di Figaro,,,,
90201,100095,90,0.25,360,Papillon,Grieg,,,
90202,100095,92,0.25,368,Papillon,,,,
90203,100095,95,0.25,380,Papillon,,,,
90301,100092,90,0.25,360,Etude Op.10 No.12,Chopin,,,
90302,100092,92,0.25,368,Etude Op.10 No.12,,,,
90303,100092,95,0.25,380,Etude Op.10 No.12,,,,
90401,100076,160,0.5,320,New World Symphony Mvt.4,Antonin Dvorak,,,
90402,100076,173,0.5,346,New World Symphony Mvt.4,,,,
90403,100076,182,0.5,364,New World Symphony Mvt.4,,,,
90501,100078,100,0.25,400,Nocturne Op.9 No.1,Chopin,,,
90502,100078,103,0.25,412,Nocturne Op.9 No.1,,,,
90503,100078,105,0.25,420,Nocturne Op.9 No.1,,,,
90601,100079,113,0.25,452,Sonata Pathetique Mvt.3,Beethoven,,,
90602,100079,114,0.25,456,Sonata Pathetique Mvt.3,,,,
90603,100079,115,0.25,460,Sonata Pathetique Mvt.3,,,,
90701,100107,140,0.5,280,Minuet in G Major,Beethoven,,,
90702,100107,157,0.5,314,Minuet in G Major,,,,
90703,100107,170,0.5,340,Minuet in G Major,,,,
90801,100108,150,0.5,300,The Yellow River in Anger,Xian Xinghai,,,
90802,100108,83,0.25,332,The Yellow River in Anger,,,,
90803,100108,177,0.5,354,The Yellow River in Anger,,,,
90901,100109,90,0.25,360,Polka Italienne,Rachmaninoff,,,
90902,100109,92,0.25,368,Polka Italienne,,,,
90903,100109,95,0.25,380,Polka Italienne,,,,
91001,100110,180,0.5,360,Invitation to the Dance,Weber,,,
91002,100110,185,0.5,370,Invitation to the Dance,,,,
91003,100110,189,0.5,378,Invitation to the Dance,,,,
91101,100111,190,0.5,380,Etude Op.10 No.9,Chopin,,,
91102,100111,194,0.5,388,Etude Op.10 No.9,,,,
91103,100111,198,0.5,396,Etude Op.10 No.9,,,,
91201,100115,120,0.5,240,Elegie Op.3 No.1,Rachmaninoff,,,
91202,100115,139,0.5,278,Elegie Op.3 No.1,,,,
91203,100115,156,0.5,312,Elegie Op.3 No.1,,,,
91301,100117,150,0.5,300,Piano Concerto No.1,Tchaikovsky,,,
91302,100117,165,0.5,330,Piano Concerto No.1,,,,
91303,100117,177,0.5,354,Piano Concerto No.1,,,,
91401,100120,150,0.5,300,Siciliano,Faure,,,
91402,100120,165,0.5,330,Siciliano,,,,
91403,100120,177,0.5,354,Siciliano,,,,
91501,100119,80,0.25,320,Sonata in D Major,Scarlatti,,,
91502,100119,86,0.25,344,Sonata in D Major,,,,
91503,100119,91,0.25,364,Sonata in D Major,,,,
91601,100118,95,0.25,380,Etude Op.10 No.2,Chopin,,,
91602,100118,97,0.25,388,Etude Op.10 No.2,,,,
91603,100118,99,0.25,396,Etude Op.10 No.2,,,,
91701,100116,100,0.25,400,Sonata in C Major K279,Mozart,,,
91702,100116,103,0.25,412,Sonata in C Major K279,,,,
91703,100116,105,0.25,420,Sonata in C Major K279,,,,
91801,100123,150,0.5,300,Sonatina Op.36-1,Clementi,,,
91802,100123,165,0.5,330,Sonatina Op.36-1,,,,
91803,100123,177,0.5,354,Sonatina Op.36-1,,,,
91901,100124,150,0.5,300,Symphony No.6 in F Major,Beethoven,,,
91902,100124,165,0.5,330,Symphony No.6 in F Major,,,,
91903,100124,177,0.5,354,Symphony No.6 in F Major,,,,
92001,100125,80,0.25,320,Sonata in C Major Mvt.2,Mozart,,,
92002,100125,86,0.25,344,Sonata in C Major Mvt.2,,,,
92003,100125,91,0.25,364,Sonata in C Major Mvt.2,,,,
92101,100126,320,1,320,Sonatina in G Major,Beethoven,,,
92102,100126,345,1,345,Sonatina in G Major,,,,
92103,100126,363,1,363,Sonatina in G Major,,,,
92201,100127,90,0.25,360,Wilde Jagd,Franz Liszt,,,
92202,100127,92,0.25,368,Wilde Jagd,,,,
92203,100127,95,0.25,380,Wilde Jagd,,,,
92301,100128,180,0.5,360,Sonatina,Fibich,,,
92302,100128,185,0.5,370,Sonatina,,,,
92303,100128,189,0.5,378,Sonatina,,,,
92401,100139,100,0.5,200,Auld Lang Syne,Robert Burns,,,
92402,100139,105,0.5,210,Auld Lang Syne,,,,
92403,100139,65,0.25,260,Auld Lang Syne,,,,
92501,100140,200,1,200,The Blue Danube,Johann Strauss II,,,
92502,100140,250,1,250,The Blue Danube,,,,
92503,100140,275,1,275,The Blue Danube,,,,
92601,100141,140,0.5,280,Espana Cani,Pascual Marquina,,,
92602,100141,150,0.5,300,Espana Cani,,,,
92603,100141,160,0.5,320,Espana Cani,,,,
92701,100142,140,0.5,280,Sonata No.25 Mvt.3,Beethoven,,,
92702,100142,80,0.25,320,Sonata No.25 Mvt.3,,,,
92703,100142,86,0.25,344,Sonata No.25 Mvt.3,,,,
92801,100143,80,0.25,320,Bright Line,Tianhua Liu,,,
92802,100143,170,0.5,340,Bright Line,,,,
92803,100143,90,0.25,360,Bright Line,,,,
92901,100144,170,0.5,340,Sonatina Op.168 No.2,Diabelli,,,
92902,100144,180,0.5,360,Sonatina Op.168 No.2,,,,
92903,100144,185,0.5,370,Sonatina Op.168 No.2,,,,
93001,100133,150,0.5,300,Don Juan Paraphrase Part.2,Franz Liszt,,,
93002,100133,155,0.5,310,Don Juan Paraphrase Part.2,,,,
93003,100133,160,0.5,320,Don Juan Paraphrase Part.2,,,,
93101,100137,130,0.5,260,Piano Sonata No.2,Chopin,,,
93102,100137,140,0.5,280,Piano Sonata No.2,,,,
93103,100137,140,0.5,280,Piano Sonata No.2,,,,
93201,100136,80,0.25,320,The Nutcracker Overture,Tchaikovsky,,,
93202,100136,86,0.25,344,The Nutcracker Overture,,,,
93203,100136,91,0.25,364,The Nutcracker Overture,,,,
93301,100134,180,0.5,360,Smatroll,Grieg,,,
93302,100134,185,0.5,370,Smatroll,,,,
93303,100134,189,0.5,378,Smatroll,,,,
93401,100138,50,0.125,400,Feux Follets,Franz Liszt,,,
93402,100138,52,0.125,416,Feux Follets,,,,
93403,100138,54,0.125,432,Feux Follets,,,,
93501,100135,200,0.5,400,Danse Macabre,Saint-Seans,,,
93502,100135,208,0.5,416,Danse Macabre,,,,
93503,100135,216,0.5,432,Danse Macabre,,,,
93601,100151,200,1,200,Venetian Boat Song,Mendelssohn,,,
93602,100151,250,1,250,Venetian Boat Song,,,,
93603,100151,275,1,275,Venetian Boat Song,,,,
93701,100153,140,0.5,280,La Traviata Excerpts,Giuseppe Verdi,,,
93702,100153,150,0.5,300,La Traviata Excerpts,,,,
93703,100153,160,0.5,320,La Traviata Excerpts,,,,
93801,100154,150,0.5,300,Oh My Beloved Father,Giacomo Puccini,,,
93802,100154,165,0.5,330,Oh My Beloved Father,,,,
93803,100154,177,0.5,354,Oh My Beloved Father,,,,
93901,100155,90,0.25,360,Sonatina Op.2 No.1,Beethoven,,,
93902,100155,92,0.25,368,Sonatina Op.2 No.1,,,,
93903,100155,95,0.25,380,Sonatina Op.2 No.1,,,,
94001,100156,115,0.25,460,Defend the Yellow River,Xinghai Xian,,,
94002,100156,220,0.5,440,Defend the Yellow River,,,,
94003,100156,232,0.5,464,Defend the Yellow River,,,,
94101,100054,90,0.25,360,Canon ( Rock ),JerryC,,,
94102,100054,92,0.25,368,Canon ( Rock ),,,,
94103,100054,95,0.25,380,Canon ( Rock ),,,,
94201,100055,91,0.25,364,Turkish March,Mozart,,,
94202,100055,93,0.25,372,Turkish March,,,,
94203,100055,96,0.25,384,Turkish March,,,,
94301,100056,110,0.25,440,Flight of the Bumblebee,Rimsky-Korsakov,,,
94302,100056,113,0.25,452,Flight of the Bumblebee,,,,
94303,100056,116,0.25,464,Flight of the Bumblebee,,,,
94401,100391,170,0.5,340,Bahay Kubo,Philippine Folk Song,,,
94402,100391,178,0.5,356,Bahay Kubo,,,,
94403,100391,186,0.5,372,Bahay Kubo,,,,
94501,100393,230,1,230,Gran Vals,Francisco Tarrega,,,
94502,100393,246,1,246,Gran Vals,,,,
94503,100393,262,1,262,Gran Vals,,,,
94601,100372,80,0.25,320,Alone World,Louis Liao,,,
94602,100372,82,0.25,328,Alone World,,,,
94603,100372,84,0.25,336,Alone World,,,,
94701,100364,75,0.25,300,La Paloma,S. Yradier,,,
94702,100364,77,0.25,308,La Paloma,,,,
94703,100364,79,0.25,316,La Paloma,,,,
94801,100354,100,0.5,200,Scar,Alyfee,,,
94802,100354,102,0.5,204,Scar,,,,
94803,100354,104,0.5,208,Scar,,,,
94901,100355,90,0.25,360,La Cucaracha,Spanish Folk Music,,,
94902,100355,94,0.25,376,La Cucaracha,,,,
94903,100355,98,0.25,392,La Cucaracha,,,,
95001,100365,120,0.5,240,Rain Crowns,SuBin Lim,,,
95002,100365,124,0.5,248,Rain Crowns,,,,
95003,100365,128,0.5,256,Rain Crowns,,,,
95101,100366,80,0.25,320,Beo dat may troi,Vietnamese Folk Music,,,
95102,100366,84,0.25,336,Beo dat may troi,,,,
95103,100366,88,0.25,352,Beo dat may troi,,,,
95201,100337,120,0.5,240,Moon In Breezy Night,Hua Feng,,,
95202,100337,124,0.5,248,Moon In Breezy Night,,,,
95203,100337,128,0.5,256,Moon In Breezy Night,,,,
95301,100340,130,0.5,260,Colourful Clouds Chasing The Moon,Chinese Folk Music,,,
95302,100340,75,0.25,300,Colourful Clouds Chasing The Moon,,,,
95303,100340,80,0.25,320,Colourful Clouds Chasing The Moon,,,,
95401,100348,120,0.5,240,Kitten Cleo,Julian Martinez,,,
95402,100348,128,0.5,256,Kitten Cleo,,,,
