Id,Mid,BPM,,Ratio,MusicJson,Musician,Acceleration,AniID,BridgeAniID
29603,100563,160,0.5,320,Je te veux,,,,
29701,100564,450,1,450,Etude Op.10 No.5,Chopin,,,
29702,100564,458,1,458,Etude Op.10 No.5,,,,
29703,100564,466,1,466,Etude Op.10 No.5,,,,
29801,100565,120,0.5,240,Sonatina Op.55 No.2 Mvt.2,Kuhlau,,,
29802,100565,128,0.5,256,Sonatina Op.55 No.2 Mvt.2,,,,
29803,100565,136,0.5,272,Sonatina Op.55 No.2 Mvt.2,,,,
29901,100566,140,0.5,280,Serenade No.13 K.525 Mvt.4,Mozart,,,
29902,100566,144,0.5,288,Serenade No.13 K.525 Mvt.4,,,,
29903,100566,148,0.5,296,Serenade No.13 K.525 Mvt.4,,,,
30001,100567,110,0.5,220,Waves Of The Ocean,Charles.D.Blake,,,
30002,100567,114,0.5,228,Waves Of The Ocean,,,,
30003,100567,118,0.5,236,Waves Of The Ocean,,,,
30101,100568,100,0.5,200,Zigeunerweisen Op.20,Pablo de Sarasate,,,
30102,100568,104,0.5,208,Zigeunerweisen Op.20,,,,
30103,100568,108,0.5,216,Zigeunerweisen Op.20,,,,
30201,100582,140,0.5,280,Sonatina in D Op.168 No.5,Diabelli,,,
30202,100582,148,0.5,296,Sonatina in D Op.168 No.5,,,,
30203,100582,156,0.5,312,Sonatina in D Op.168 No.5,,,,
30301,100583,180,0.5,360,Polish Dance Op.3 No.1,Franz Xaver Scharwenka,,,
30302,100583,188,0.5,376,Polish Dance Op.3 No.1,,,,
30303,100583,196,0.5,392,Polish Dance Op.3 No.1,,,,
30401,100584,110,0.5,220,The Turkish Patrol Op.83,Theodor Michaelis,,,
30402,100584,118,0.5,236,The Turkish Patrol Op.83,,,,
30403,100584,126,0.5,252,The Turkish Patrol Op.83,,,,
30501,100585,110,0.5,220,Souvenir de Porto Rico,Louis Moreau Gottschalk,,,
30502,100585,118,0.5,236,Souvenir de Porto Rico,,,,
30503,100585,126,0.5,252,Souvenir de Porto Rico,,,,
30601,100586,100,0.25,400,Minuetto,Francisco Tarrega,,,
30602,100586,101,0.25,404,Minuetto,,,,
30603,100586,102,0.25,408,Minuetto,,,,
30701,100587,150,0.5,300,Trumpet Concerto Mvt.3,Haydn,,,
30702,100587,158,0.5,316,Trumpet Concerto Mvt.3,,,,
30703,100587,166,0.5,332,Trumpet Concerto Mvt.3,,,,
30801,100588,100,0.25,400,Arrival of the Queen of Sheba,Handel,,,
30802,100588,101,0.25,404,Arrival of the Queen of Sheba,,,,
30803,100588,102,0.25,408,Arrival of the Queen of Sheba,,,,
30901,100589,190,0.5,380,Waltz Op.70 No.1,Chopin,,,
30902,100589,198,0.5,396,Waltz Op.70 No.1,,,,
30903,100589,206,0.5,412,Waltz Op.70 No.1,,,,
31001,100590,150,0.5,300,Polonaise Op.53,Chopin,,,
31002,100590,158,0.5,316,Polonaise Op.53,,,,
31003,100590,166,0.5,332,Polonaise Op.53,,,,
31101,100598,110,0.5,220,Piece in F Major K.33b,Mozart,,,
31102,100598,112,0.5,224,Piece in F Major K.33b,,,,
31103,100598,114,0.5,228,Piece in F Major K.33b,,,,
31201,100599,130,0.5,260,Rondo in D K.485,Mozart,,,
31202,100599,134,0.5,268,Rondo in D K.485,,,,
31203,100599,138,0.5,276,Rondo in D K.485,,,,
31301,100600,160,0.5,320,Menuet celebre Op.14 No.1,Ignacy Jan Paderewski,,,
31302,100600,164,0.5,328,Menuet celebre Op.14 No.1,,,,
31303,100600,168,0.5,336,Menuet celebre Op.14 No.1,,,,
31401,100601,140,0.5,280,Fairy Waltz,Carl Gottlieb Reissiger,,,
31402,100601,148,0.5,296,Fairy Waltz,,,,
31403,100601,156,0.5,312,Fairy Waltz,,,,
31501,100602,95,0.25,380,Sonata WoO 47 No.3 Mvt.1,Beethoven,,,
31502,100602,97,0.25,388,Sonata WoO 47 No.3 Mvt.1,,,,
31503,100602,99,0.25,396,Sonata WoO 47 No.3 Mvt.1,,,,
31601,100603,90,0.5,180,Nocturne in B Op.32 No.1,Chopin,,,
31602,100603,98,0.5,196,Nocturne in B Op.32 No.1,,,,
31603,100603,106,0.5,212,Nocturne in B Op.32 No.1,,,,
31701,100604,130,0.5,260,Sonatina in B flat Op.168 No.4,Diabelli,,,
31702,100604,138,0.5,276,Sonatina in B flat Op.168 No.4,,,,
31703,100604,146,0.5,292,Sonatina in B flat Op.168 No.4,,,,
31801,100605,90,0.25,360,Two Caprices No.2,Leonard Butler,,,
31802,100605,92,0.25,368,Two Caprices No.2,,,,
31803,100605,94,0.25,376,Two Caprices No.2,,,,
31901,100606,350,1,350,Fantaisies Op.16 No.1,Mendelssohn,,,
31902,100606,358,1,358,Fantaisies Op.16 No.1,,,,
31903,100606,366,1,366,Fantaisies Op.16 No.1,,,,
32001,100607,130,0.5,260,Colonel Bogey March,Kenneth Joseph Alford,,,
32002,100607,132,0.5,264,Colonel Bogey March,,,,
32003,100607,134,0.5,268,Colonel Bogey March,,,,
32101,100608,190,0.5,380,Etude Op.109 No.10,Friedrich Burgnlueller,,,
32102,100608,194,0.5,388,Etude Op.109 No.10,,,,
32103,100608,198,0.5,396,Etude Op.109 No.10,,,,
32201,100609,130,0.5,260,Pizzicato Polka Op.234,Johann Strauss II,,,
32202,100609,132,0.5,264,Pizzicato Polka Op.234,,,,
32203,100609,134,0.5,268,Pizzicato Polka Op.234,,,,
32301,100610,120,0.5,240,Old French Song Op.39 No.16,Tchaikovsky,,,
32302,100610,124,0.5,248,Old French Song Op.39 No.16,,,,
32303,100610,128,0.5,256,Old French Song Op.39 No.16,,,,
32401,100611,175,0.5,350,Valse Ballet,Erik Satie,,,
32402,100611,179,0.5,358,Valse Ballet,,,,
32403,100611,183,0.5,366,Valse Ballet,,,,
32501,100612,160,0.5,320,Bella Riva Op.87 - Mazurka,Joseph Schiffmacher,,,
32502,100612,164,0.5,328,Bella Riva Op.87 - Mazurka,,,,
32503,100612,168,0.5,336,Bella Riva Op.87 - Mazurka,,,,
32601,100625,110,0.5,220,Pastoral,Reinhold Gliere,,,
32602,100625,114,0.5,228,Pastoral,,,,
32603,100625,118,0.5,236,Pastoral,,,,
32701,100626,140,0.5,280,Pepita Polka Op.138,Johann Strauss II,,,
32702,100626,144,0.5,288,Pepita Polka Op.138,,,,
32703,100626,148,0.5,296,Pepita Polka Op.138,,,,
32801,100627,90,0.25,360,Gavotte1,Arcangelo Corelli,,,
32802,100627,92,0.25,368,Gavotte1,,,,
32803,100627,94,0.25,376,Gavotte1,,,,
32901,100628,110,0.5,220,Berceuse,Georges Delbruck,,,
32902,100628,114,0.5,228,Berceuse,,,,
32903,100628,118,0.5,236,Berceuse,,,,
33001,100629,90,0.25,360,The Chrysanthemum,Scott Joplin,,,
33002,100629,94,0.25,376,The Chrysanthemum,,,,
33003,100629,98,0.25,392,The Chrysanthemum,,,,
33101,100630,200,0.5,400,Hexentanz Op.17 No.2,Edward MacDowell,,,
33102,100630,201,0.5,402,Hexentanz Op.17 No.2,,,,
33103,100630,202,0.5,404,Hexentanz Op.17 No.2,,,,
33201,100631,130,0.5,260,Concerto Grosso Op.6 No.9 IV.Gavotte,Arcangelo Corelli,,,
33202,100631,134,0.5,268,Concerto Grosso Op.6 No.9 IV.Gavotte,,,,
33203,100631,138,0.5,276,Concerto Grosso Op.6 No.9 IV.Gavotte,,,,
33301,100632,160,0.5,320,L'enjouee Op.109 No.6,Friedrich Burgnlueller,,,
33302,100632,164,0.5,328,L'enjouee Op.109 No.6,,,,
33303,100632,168,0.5,336,L'enjouee Op.109 No.6,,,,
33401,100633,100,0.25,400,Quartet in C Major WoO 36 No.3,Beethoven,,,
33402,100633,101,0.25,404,Quartet in C Major WoO 36 No.3,,,,
33403,100633,102,0.25,408,Quartet in C Major WoO 36 No.3,,,,
33501,100651,180,0.5,360,Auf dem Wasser zu singen,Franz Liszt,,,
33502,100651,182,0.5,364,Auf dem Wasser zu singen,,,,
33503,100651,184,0.5,368,Auf dem Wasser zu singen,,,,
33601,100652,140,0.5,280,Bink's Waltz,Scott Joplin,,,
33602,100652,144,0.5,288,Bink's Waltz,,,,
33603,100652,148,0.5,296,Bink's Waltz,,,,
33701,100653,150,0.5,300,Danse Russe Op.68 No.4,Moszkowski,,,
33702,100653,154,0.5,308,Danse Russe Op.68 No.4,,,,
33703,100653,158,0.5,316,Danse Russe Op.68 No.4,,,,
33801,100654,110,0.5,220,Chanson De Matin Op.15 No.2,Edward Elgar,,,
33802,100654,114,0.5,228,Chanson De Matin Op.15 No.2,,,,
33803,100654,118,0.5,236,Chanson De Matin Op.15 No.2,,,,
33901,100655,120,0.5,240,Battle Of Waterloo,Anderson Gilman,,,
33902,100655,122,0.5,244,Battle Of Waterloo,,,,
33903,100655,124,0.5,248,Battle Of Waterloo,,,,
34001,100656,110,0.5,220,Concerto Grosso Op.6 No.9 Allemanda,Arcangelo Corelli,,,
34002,100656,114,0.5,228,Concerto Grosso Op.6 No.9 Allemanda,,,,
34003,100656,118,0.5,236,Concerto Grosso Op.6 No.9 Allemanda,,,,
34101,100657,100,0.5,200,Sonate No.5 Mvt.1,Baldassare Galuppi,,,
34102,100657,102,0.5,204,Sonate No.5 Mvt.1,,,,
34103,100657,104,0.5,208,Sonate No.5 Mvt.1,,,,
34201,100658,300,1,300,Sonata No.13 D.664 Mvt.3,Schubert,,,
34202,100658,308,1,308,Sonata No.13 D.664 Mvt.3,,,,
34203,100658,316,1,316,Sonata No.13 D.664 Mvt.3,,,,
34301,100659,170,0.5,340,Allemande in A Major WoO 81,Beethoven,,,
34302,100659,174,0.5,348,Allemande in A Major WoO 81,,,,
34303,100659,178,0.5,356,Allemande in A Major WoO 81,,,,
34401,100675,100,0.5,200,My Heart At Thy Sweet Voice,Saint-Seans,,,
34402,100675,104,0.5,208,My Heart At Thy Sweet Voice,,,,
34403,100675,108,0.5,216,My Heart At Thy Sweet Voice,,,,
34501,100676,180,0.5,360,7 Landler WoO 11 No.7,Beethoven,,,
34502,100676,184,0.5,368,7 Landler WoO 11 No.7,,,,
34503,100676,188,0.5,376,7 Landler WoO 11 No.7,,,,
34601,100677,130,0.5,260,Slavonic Dances Op.46 No.7,Antonin Dvorak,,,
34602,100677,134,0.5,268,Slavonic Dances Op.46 No.7,,,,
34603,100677,138,0.5,276,Slavonic Dances Op.46 No.7,,,,
34701,100678,120,0.5,240,Morceau de Salon Op.55 No.2,Carl Bohm,,,
34702,100678,122,0.5,244,Morceau de Salon Op.55 No.2,,,,
34703,100678,124,0.5,248,Morceau de Salon Op.55 No.2,,,,
34801,100679,90,0.25,360,La Jongleuse Op.52 No.4,Moszkowski,,,
34802,100679,92,0.25,368,La Jongleuse Op.52 No.4,,,,
34803,100679,94,0.25,376,La Jongleuse Op.52 No.4,,,,
34901,100680,170,0.5,340,7 Landler WoO 11 No.2,Beethoven,,,
34902,100680,174,0.5,348,7 Landler WoO 11 No.2,,,,
34903,100680,178,0.5,356,7 Landler WoO 11 No.2,,,,
35001,100691,170,0.5,340,Auf der Jagd Op.373,Johann Strauss II,,,
35002,100691,172,0.5,344,Auf der Jagd Op.373,,,,
35003,100691,174,0.5,348,Auf der Jagd Op.373,,,,
35101,100692,140,0.5,280,7 Landler WoO 11 No.6,Beethoven,,,
35102,100692,144,0.5,288,7 Landler WoO 11 No.6,,,,
35103,100692,148,0.5,296,7 Landler WoO 11 No.6,,,,
35201,100693,110,0.5,220,Beliebte Annen-Polka Op.137,Johann Strauss,,,
35202,100693,114,0.5,228,Beliebte Annen-Polka Op.137,,,,
35203,100693,118,0.5,236,Beliebte Annen-Polka Op.137,,,,
35301,100694,300,1,300,The Music Box Op.32,Anatoly Lyadov,,,
35302,100694,304,1,304,The Music Box Op.32,,,,
35303,100694,308,1,308,The Music Box Op.32,,,,
35401,100695,120,0.5,240,Chanson Boheme From Carmen,Moszkowski,,,
35402,100695,122,0.5,244,Chanson Boheme From Carmen,,,,
35403,100695,124,0.5,248,Chanson Boheme From Carmen,,,,
35501,100696,95,0.25,380,Rondo in A Major WoO 49,Beethoven,,,
35502,100696,97,0.25,388,Rondo in A Major WoO 49,,,,
35503,100696,99,0.25,396,Rondo in A Major WoO 49,,,,
35601,100718,60,0.25,240,3 Polkas de salon Op.7 No.3,Bedrich Smetana,,,
35602,100718,62,0.25,248,3 Polkas de salon Op.7 No.3,,,,
35603,100718,64,0.25,256,3 Polkas de salon Op.7 No.3,,,,
35701,100719,90,0.5,180,Polka in D minor,Mikhail Glinka,,,
35702,100719,94,0.5,188,Polka in D minor,,,,
35703,100719,98,0.5,196,Polka in D minor,,,,
35801,100720,85,0.25,340,Sonatina in G Op.144,Grenville Dean Wilson,,,
35802,100720,89,0.25,356,Sonatina in G Op.144,,,,
35803,100720,94,0.25,376,Sonatina in G Op.144,,,,
35901,100721,76,0.25,304,Rakoczy March,Berlioz,,,
35902,100721,78,0.25,312,Rakoczy March,,,,
35903,100721,80,0.25,320,Rakoczy March,,,,
36001,100722,94,0.25,376,Sonata in C major KV 545-3,Mozart,,,
36002,100722,96,0.25,384,Sonata in C major KV 545-3,,,,
36003,100722,98,0.25,392,Sonata in C major KV 545-3,,,,
36101,100723,160,0.5,320,Schattentanz,G.Meyerbeer,,,
36102,100723,168,0.5,336,Schattentanz,,,,
36103,100723,176,0.5,352,Schattentanz,,,,
36201,100724,87,0.25,348,Cantate BWV 68-2,J.S. Bach,,,
36202,100724,89,0.25,356,Cantate BWV 68-2,,,,
36203,100724,91,0.25,364,Cantate BWV 68-2,,,,
36301,100725,120,0.5,240,Standchen von Shakespeare,Franz Liszt,,,
36302,100725,125,0.5,250,Standchen von Shakespeare,,,,
36303,100725,130,0.5,260,Standchen von Shakespeare,,,,
36401,100726,60,0.125,480,Rondo Brillante Op.62,Weber,,,
36402,100726,62,0.125,496,Rondo Brillante Op.62,,,,
36403,100726,64,0.125,512,Rondo Brillante Op.62,,,,
36501,100727,220,1,220,King Cotton,Sousa,,,
36502,100727,228,1,228,King Cotton,,,,
36503,100727,236,1,236,King Cotton,,,,
36601,100728,62,0.25,248,Ecossaise D.735,Schubert,,,
36602,100728,64,0.25,256,Ecossaise D.735,,,,
36603,100728,66,0.25,264,Ecossaise D.735,,,,
36701,100729,120,0.5,240,Sonata Op.1 No.3-2,Baldassare Galuppi,,,
36702,100729,125,0.5,250,Sonata Op.1 No.3-2,,,,
36703,100729,130,0.5,260,Sonata Op.1 No.3-2,,,,
36801,100730,200,1,200,Bagatelles Op.126 No.5,Beethoven,,,
36802,100730,208,1,208,Bagatelles Op.126 No.5,,,,
36803,100730,216,1,216,Bagatelles Op.126 No.5,,,,
36901,100731,110,0.5,220,Polka in A major JB157,Bedrich Smetana,,,
36902,100731,115,0.5,230,Polka in A major JB157,,,,
36903,100731,120,0.5,240,Polka in A major JB157,,,,
37001,100732,120,0.5,240,Concerto Grosso No.9 in F major,Arcangelo Corelli,,,
37002,100732,124,0.5,248,Concerto Grosso No.9 in F major,,,,
37003,100732,128,0.5,256,Concerto Grosso No.9 in F major,,,,
37101,100733,56,0.25,224,Harpsichord Sonata in A major,Baldassare Galuppi,,,
37102,100733,58,0.25,232,Harpsichord Sonata in A major,,,,
37103,100733,60,0.25,240,Harpsichord Sonata in A major,,,,
37201,100734,70,0.25,280,Galop D.735,Schubert,,,
37202,100734,72,0.25,288,Galop D.735,,,,
37203,100734,74,0.25,296,Galop D.735,,,,
37301,100735,75,0.25,300,Hungarian Dance No.3,Johannes Brahms,,,
37302,100735,77,0.25,308,Hungarian Dance No.3,,,,
37303,100735,79,0.25,316,Hungarian Dance No.3,,,,
37401,100751,92,0.5,184,Winter is not cold,Clack Chen,,,
37402,100751,94,0.5,188,Winter is not cold,,,,
37403,100751,96,0.5,192,Winter is not cold,,,,
37501,100752,73,0.25,292,Galuppi Sonata,Beethoven,,,
37502,100752,75,0.25,300,Galuppi Sonata,,,,
37503,100752,77,0.25,308,Galuppi Sonata,,,,
37601,100753,108,0.5,216,Bagatelles Op.119 No.4,Beethoven,,,
37602,100753,110,0.5,220,Bagatelles Op.119 No.4,,,,
37603,100753,112,0.5,224,Bagatelles Op.119 No.4,,,,
37701,100754,90,0.25,360,Lied ohne Worte Op.30 No.3,Mendelssohn,,,
37702,100754,92,0.25,368,Lied ohne Worte Op.30 No.3,,,,
37703,100754,94,0.25,376,Lied ohne Worte Op.30 No.3,,,,
37801,100755,105,0.5,210,Four Pieces Op.68 No.4,Moszkowski,,,
37802,100755,109,0.5,218,Four Pieces Op.68 No.4,,,,
37803,100755,113,0.5,226,Four Pieces Op.68 No.4,,,,
37901,100756,108,0.25,432,Bagatelles Op.33 II,Beethoven,,,
37902,100756,110,0.25,440,Bagatelles Op.33 II,,,,
37903,100756,112,0.25,448,Bagatelles Op.33 II,,,,
38001,100768,95,0.5,190,Romance Op.5,Tchaikovsky,,,
38002,100768,98,0.5,196,Romance Op.5,,,,
38003,100768,101,0.5,202,Romance Op.5,,,,
38101,100769,120,0.5,240,Ancient eighteenth century,Clack Chen,,,
38102,100769,124,0.5,248,Ancient eighteenth century,,,,
38103,100769,128,0.5,256,Ancient eighteenth century,,,,
38201,100770,110,0.5,220,Morceau de Salon Op.55 No.1,Carl Bohm,,,
38202,100770,114,0.5,228,Morceau de Salon Op.55 No.1,,,,
38203,100770,118,0.5,236,Morceau de Salon Op.55 No.1,,,,
38301,100776,122,0.5,244,Bagpipe Waltz,Giacomo Puccini,,,
38302,100776,124,0.5,248,Bagpipe Waltz,,,,
38303,100776,126,0.5,252,Bagpipe Waltz,,,,
38401,100777,140,0.5,280,Serenade num.1,R. Dellinger,,,
38402,100777,144,0.5,288,Serenade num.1,,,,
38403,100777,148,0.5,296,Serenade num.1,,,,
38501,100778,87,0.25,348,Bagatelles Op.33 IV,Beethoven,,,
38502,100778,89,0.25,356,Bagatelles Op.33 IV,,,,
38503,100778,91,0.25,364,Bagatelles Op.33 IV,,,,
38601,100779,73,0.25,292,Souvenir Op.4 No.3,Bedrich Smetana,,,
38602,100779,75,0.25,300,Souvenir Op.4 No.3,,,,
38603,100779,77,0.25,308,Souvenir Op.4 No.3,,,,
38701,100780,78,0.25,312,Rondo,Jacques Offenbach,,,
38702,100780,80,0.25,320,Rondo,,,,
38703,100780,82,0.25,328,Rondo,,,,
38801,100781,100,0.25,400,Bacon song,Johann Strauss II,,,
38802,100781,102,0.25,408,Bacon song,,,,
38803,100781,104,0.25,416,Bacon song,,,,
38901,100785,80,0.25,320,Bagatelles Op.33. III Allegretto,Beethoven,,,
38902,100785,82,0.25,328,Bagatelles Op.33. III Allegretto,,,,
38903,100785,84,0.25,336,Bagatelles Op.33. III Allegretto,,,,
39001,100786,240,1,240,3 Poetic Polkas Op.8 No.1,Bedrich Smetana,,,
39002,100786,244,1,244,3 Poetic Polkas Op.8 No.1,,,,
39003,100786,248,1,248,3 Poetic Polkas Op.8 No.1,,,,
39101,100787,103,0.5,206,Andante in G minor. BWV 969,J.S. Bach,,,
39102,100787,105,0.5,210,Andante in G minor. BWV 969,,,,
39103,100787,107,0.5,214,Andante in G minor. BWV 969,,,,
39201,100796,110,0.5,220,Hungarian Dance No.6,Johannes Brahms,,,
39202,100796,113,0.5,226,Hungarian Dance No.6,,,,
39203,100796,116,0.5,232,Hungarian Dance No.6,,,,
39301,100797,107,0.5,214,Farandole-Excerpts,Bizet,,,
39302,100797,110,0.5,220,Farandole-Excerpts,,,,
39303,100797,113,0.5,226,Farandole-Excerpts,,,,
39401,100798,105,0.5,210,Concerto Grosso No.3 in A major,Antonio Vivaldi,,,
39402,100798,108,0.5,216,Concerto Grosso No.3 in A major,,,,
39403,100798,111,0.5,222,Concerto Grosso No.3 in A major,,,,
70101,100799,126,0.5,252,The spectre,Alan Walker,,,
70102,100799,128,0.5,256,The spectre,Alan Walker,,,
70103,100799,130,0.5,260,The spectre,Alan Walker,,,
70201,100959,95,0.5,190,Alone,Alan Walker,,,
70202,100959,97,0.5,194,Alone,Alan Walker,,,
70203,100959,99,0.5,198,Alone,Alan Walker,,,
70301,100958,156,0.5,312,Old town,Congfei Wei,,,
70302,100958,158,0.5,316,Old town,Congfei Wei,,,
70303,100958,160,0.5,320,Old town,Congfei Wei,,,
70401,100957,62,0.25,248,Don't stay,Congfei Wei,,,
70402,100957,64,0.25,256,Don't stay,Congfei Wei,,,
70403,100957,66,0.25,264,Don't stay,Congfei Wei,,,
70501,100956,60,0.5,120,Monochrome filter,Congfei Wei,,,
70502,100956,62,0.5,124,Monochrome filter,Congfei Wei,,,
70503,100956,64,0.5,128,Monochrome filter,Congfei Wei,,,
70601,100795,116,0.5,232,Love Song,Shih Che Huang,,,
70602,100795,118,0.5,236,Love Song,Shih Che Huang,,,
70603,100795,120,0.5,240,Love Song,Shih Che Huang,,,
70701,100794,72,0.25,288,Leave,C.R Lee,,,
70702,100794,74,0.25,296,Leave,C.R Lee,,,
70703,100794,76,0.25,304,Leave,C.R Lee,,,
70801,100793,147,0.5,294,Foodie who tastes all over the world,Pi,,,
70802,100793,149,0.5,298,Foodie who tastes all over the world,Pi,,,
70803,100793,151,0.5,302,Foodie who tastes all over the world,Pi,,,
70901,100792,220,1,220,How is your day,Evelyn Li,,,
70902,100792,224,1,224,How is your day,Evelyn Li,,,
70903,100792,228,1,228,How is your day,Evelyn Li,,,
71001,100791,113,0.5,226,Lost in the memories,Pi,,,
71002,100791,115,0.5,230,Lost in the memories,Pi,,,
71003,100791,117,0.5,234,Lost in the memories,Pi,,,
71101,100790,87,0.25,348,Despacito,Luis Fonsi,,,
71102,100790,89,0.25,356,Despacito,Luis Fonsi,,,
71103,100790,91,0.25,364,Despacito,Luis Fonsi,,,
71201,100789,180,0.5,360,Despacito-Remix,Luis Fonsi,,,
71202,100789,180,0.5,360,Despacito-Remix,Luis Fonsi,,,
71203,100789,180,0.5,360,Despacito-Remix,Luis Fonsi,,,
71301,100788,90,0.5,180,Faded,Alan Walker,,,
71302,100788,92,0.5,184,Faded,Alan Walker,,,
71303,100788,94,0.5,188,Faded,Alan Walker,,,
71401,100784,76,0.5,152,Sweet Bye and Bye-Adapted,Adapted by Miu weiwei,,,
71402,100784,76,0.5,152,Sweet Bye and Bye-Adapted,,,,
71403,100784,76,0.5,152,Sweet Bye and Bye-Adapted,,,,
71501,100439,100,0.5,200,Tears,The Daydream,,,
71502,100439,100,0.5,200,Tears,,,,
71503,100439,100,0.5,200,Tears,,,,
71601,100782,113,0.5,226,Ajax Polka,Jacques Offenbach,,,
71602,100782,115,0.5,230,Ajax Polka,,,,
71603,100782,117,0.5,234,Ajax Polka,,,,
71701,100438,120,0.5,240,The Steadfast Palm Grass,You Xue-zhi,,,
71702,100438,120,0.5,240,The Steadfast Palm Grass,,,,
71703,100438,120,0.5,240,The Steadfast Palm Grass,,,,
71801,100783,127,0.5,254,Star dreams,Leo Liu,,,
71802,100783,129,0.5,258,Star dreams,,,,
71803,100783,131,0.5,262,Star dreams,,,,
71901,100429,130,0.5,260,Dance Of Fireflies,Firefly,,,
71902,100429,130,0.5,260,Dance Of Fireflies,,,,
71903,100429,130,0.5,260,Dance Of Fireflies,,,,
72001,100096,80,0.5,160,Serenade,Schubert,,,
72002,100096,85,0.5,170,Serenade,,,,
72003,100096,90,0.5,180,Serenade,,,,
72101,100436,70,0.25,280,Maxbay Went Away,Pi,,,
72102,100436,70,0.25,280,Maxbay Went Away,,,,
72103,100436,70,0.25,280,Maxbay Went Away,,,,
72201,100577,150,0.5,300,Die Forelle D550,Schubert,,,
72202,100577,154,0.5,308,Die Forelle D550,,,,
72203,100577,158,0.5,316,Die Forelle D550,,,,
72301,100703,76,0.25,304,By your side,Pi,,,
72302,100703,78,0.25,312,By your side,,,,
72303,100703,80,0.25,320,By your side,,,,
72401,100160,90,0.25,360,L'Arlesienne,Bizet,,,
72402,100160,92,0.25,368,L'Arlesienne,,,,
72403,100160,95,0.25,380,L'Arlesienne,,,,
72501,100053,65,0.25,260,Fur Elise,Beethoven,,,
72502,100053,67,0.25,268,Fur Elise,,,,
72503,100053,70,0.25,280,Fur Elise,,,,
72601,100375,107,0.25,428,Toot - toot Song,Europa Huang,,,
72602,100375,109,0.25,436,Toot - toot Song,,,,
72603,100375,111,0.25,444,Toot - toot Song,,,,
72701,100269,100,0.5,200,Romance De Amor,Narciso Yepes,,,
72702,100269,105,0.5,210,Romance De Amor,,,,
72703,100269,110,0.5,220,Romance De Amor,,,,
72801,100268,100,0.5,200,I Do,Interlude of Online Drama,,,
72802,100268,108,0.5,216,I Do,,,,
72803,100268,115,0.5,230,I Do,,,,
72901,100267,105,0.5,210,Aurora,Congfei Wei,,,
72902,100267,108,0.5,216,Aurora,,,,
72903,100267,110,0.5,220,Aurora,,,,
73001,100634,75,0.25,300,The Time We Spent Together,Leo Liu,,,
73002,100634,77,0.25,308,The Time We Spent Together,,,,
73003,100634,79,0.25,316,The Time We Spent Together,,,,
73101,100190,250,1,250,Amazing Grace,William Cowper,,,
73102,100190,260,1,260,Amazing Grace,,,,
73103,100190,270,1,270,Amazing Grace,,,,
73201,100650,120,0.5,240,Traceless Star,Leo Liu,,,
73202,100650,124,0.5,248,Traceless Star,,,,
73203,100650,128,0.5,256,Traceless Star,,,,
73301,100054,90,0.25,360,Canon ( Rock ),JerryC,,,
73302,100054,92,0.25,368,Canon ( Rock ),,,,
73303,100054,95,0.25,380,Canon ( Rock ),,,,
73401,100771,260,1,260,Christmas Day,Gustav Holst,,,
73402,100771,268,1,268,Christmas Day,,,,
73403,100771,276,1,276,Christmas Day,,,,
73501,100055,91,0.25,364,Turkish March,Mozart,,,
73502,100055,93,0.25,372,Turkish March,,,,
73503,100055,96,0.25,384,Turkish March,,,,
73601,100772,130,0.5,260,December - Christmas,Tchaikovsky,,,
73602,100772,134,0.5,268,December - Christmas,,,,
73603,100772,138,0.5,276,December - Christmas,,,,
73701,100102,140,0.5,280,Green Sleeves,English Folk Music,,,
73702,100102,150,0.5,300,Green Sleeves,,,,
73703,100102,160,0.5,320,Green Sleeves,,,,
73801,100773,85,0.25,340,Study in D Minor Op.65 No.40,Carl Albert Loeschhorn,,,
73802,100773,88,0.25,352,Study in D Minor Op.65 No.40,,,,
73803,100773,91,0.25,364,Study in D Minor Op.65 No.40,,,,
73901,100083,150,0.5,300,Wedding March,Mendelssohn,,,
73902,100083,160,0.5,320,Wedding March,,,,
73903,100083,170,0.5,340,Wedding March,,,,
74001,100774,100,0.25,400,Dance of the Marionettes,Mario Tarenghi,,,
74002,100774,102,0.25,408,Dance of the Marionettes,,,,
74003,100774,104,0.25,416,Dance of the Marionettes,,,,
74101,100120,150,0.5,300,Siciliano,Faure,,,
74102,100120,165,0.5,330,Siciliano,,,,
74103,100120,177,0.5,354,Siciliano,,,,
74201,100775,113,0.5,226,Morceau de Salon Op.55 No.5,Carl Bohm,,,
74202,100775,117,0.5,234,Morceau de Salon Op.55 No.5,,,,
74203,100775,121,0.5,242,Morceau de Salon Op.55 No.5,,,,
74301,100339,150,0.5,300,Old MacDonald Had a Farm,American Folk Music,,,
74302,100339,158,0.5,316,Old MacDonald Had a Farm,,,,
74303,100339,166,0.5,332,Old MacDonald Had a Farm,,,,
74401,100757,85,0.5,170,All About Us,Marta,,,
74402,100757,87,0.5,174,All About Us,,,,
74403,100757,89,0.5,178,All About Us,,,,
74501,100088,140,0.5,280,The Planets - Jupiter,Gustav Holst,,,
74502,100088,150,0.5,300,The Planets - Jupiter,,,,
74503,100088,160,0.5,320,The Planets - Jupiter,,,,
74601,100379,70,0.25,280,Best Of Me,Daniel Powter,,,
74602,100379,70,0.25,280,Best Of Me,,,,
74603,100379,70,0.25,280,Best Of Me,,,,
74701,100152,45,0.25,180,Etude Op.10 No.3,Chopin,,,
